timestamp,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10
2035-01-01 00:00:00,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267
2035-01-01 01:00:00,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267
2035-01-01 02:00:00,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267
2035-01-01 03:00:00,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267
2035-01-01 04:00:00,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267
2035-01-01 05:00:00,0.4037389360077279,0.1469762607424619,0.24496014754678466,0.13650967131690397,0.13361464347996313,0.13361486617098609,0.1336147548254746,0.13702923916565202,0.1474217095957282,0.13406027048604782
2035-01-01 06:00:00,1.5197550422087551,0.2826700663815091,1.4817868314795106,0.18112276690387427,0.2702361205364711,1.167050304436731,0.15514202136466165,0.6511487144994258,0.30779639842678735,0.28370904619528925
2035-01-01 07:00:00,1.504389636275417,0.29840662401981377,1.510031223844278,1.0840972154576514,0.2852679724325564,1.5551264009577948,0.5680109255858868,1.5146703380810596,0.6363033811811541,0.8226212995370881
2035-01-01 08:00:00,1.5788793529261524,0.2752091228470402,1.6047117045906858,1.6033754322612275,0.2672292275756534,1.6033755064915685,1.6058251151673797,1.604377593825875,1.6033754471072958,1.609610803173762
2035-01-01 09:00:00,1.6033753654539207,0.2672292275756534,1.6033753654539207,1.6033753654539207,0.2672292275756534,1.6033753654539207,1.6033753654539207,1.6033753654539207,1.6033753654539207,1.6033753654539207
2035-01-01 10:00:00,1.6033753654539207,0.2672292275756534,1.6033753654539207,1.6033753654539207,0.2672292275756534,1.6033753654539207,1.6033753654539207,1.6033753654539207,1.6033753654539207,1.6033753654539207
2035-01-01 11:00:00,1.6033753654539207,0.2672293166520627,1.6033753654539207,1.6033753728769549,0.2969213788190165,1.8483354907316032,1.6033754916455005,1.6033753654539207,1.6479136665493064,2.1073994030671024
2035-01-01 12:00:00,1.748124946080643,0.9078374563450626,1.6033755584528075,1.6033758108359668,0.97093294926795,2.271448619968907,1.9069777644606587,1.6107986296673016,2.2825833195785745,2.303367607211726
2035-01-01 13:00:00,2.281841023591676,0.9776136131500345,1.6182217305739324,2.556493389189131,0.9575716215037812,2.2714488797751007,2.2877793914868625,2.1734644733583908,2.2744180637226936,2.4674165346152
2035-01-01 14:00:00,2.274417885569875,0.9739021332155431,1.7325362627046308,2.816299478742983,1.2901236976141652,2.279614135630981,2.271448864929032,2.5438741792590416,2.512697280158166,2.8348568784154398
2035-01-01 15:00:00,2.2714484343930543,0.9382715621157552,2.1378338206052274,2.816299204090721,1.4786684742386573,2.271448441816088,2.2714484343930543,2.805907060274146,2.8059068895443615,2.805906919236498
2035-01-01 16:00:00,2.2714484343930543,0.8239567850249314,2.1378338206052274,2.8059068895443615,1.469760751666094,2.2714484343930543,2.2714484343930543,2.8059068895443615,2.8059068895443615,2.8059068895443615
2035-01-01 17:00:00,2.2827689845074666,0.2672293686133013,1.6139539684640376,1.7882093450630587,1.495741675358125,2.2858495288126175,2.2892641838825796,2.220229528799857,1.7214025577815326,1.9987264139670609
2035-01-01 18:00:00,1.2610626527299267,0.3006332299052128,0.3497741684478158,1.568413312805118,1.3816124889658525,1.2552355041546506,1.35949170631222,1.5110705154254904,1.6681048982961264,1.6425321746722514
2035-01-01 19:00:00,0.37144887871331767,0.3179290255482167,0.2528290387662501,1.1815619501031358,0.20702912621837763,0.26080887465336405,0.23542200895726778,0.8520535406644975,0.7866935546901678,0.885754115475427
2035-01-01 20:00:00,0.240358170749602,0.1816426613661227,0.24035811878836333,0.23505057517700584,0.25015652379947056,0.2364984305550448,0.22369374869495015,0.22473269881659377,0.222840181426903,0.1680212007949771
2035-01-01 21:00:00,0.19782434124419324,0.19908645746299897,0.22373071540476477,0.5056202942889346,0.21170545954813316,0.2382798177012346,0.21133431526620108,0.2732794680177505,0.2762855073296468,0.22900164861194436
2035-01-01 22:00:00,0.699621528011851,0.8141587660115972,0.4922961930407738,1.3911145367635784,0.9641043146241297,0.6193413771124946,0.741338749535993,1.3560401364936825,1.209064269172028,1.1121195997185762
2035-01-01 23:00:00,0.7964547703004375,0.6657348428899831,0.6762386142933445,1.1389905600451844,1.224800626388412,0.8298956948016069,0.802578513626186,1.2078762348335335,1.1677920659651742,1.138842344323323
2035-01-02 00:00:00,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267
2035-01-02 01:00:00,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267
2035-01-02 02:00:00,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267
2035-01-02 03:00:00,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267
2035-01-02 04:00:00,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267,0.1336146137878267
2035-01-02 05:00:00,0.13673241430112237,0.1336146137878267,0.13361469544120183,0.13806862724630753,0.13643542612984255,0.14252234378342438,0.13361468059513362,0.1336146137878267,0.1401840657730351,0.13435713246574799
